Entity,Code,Year,15–19 years,20–24 years,25–29 years
Singapore,SGP,2014,4.043067,5.6835837,4.8934913
Singapore,SGP,2015,8.233773,5.3004804,9.2240715
Singapore,SGP,2016,5.838905,4.9836307,8.928954
Singapore,SGP,2017,4.721577,5.01791,6.891846
Singapore,SGP,2018,7.946318,10.958218,6.8579817
Singapore,SGP,2019,6.3000064,12.044372,7.6337466
Singapore,SGP,2020,8.827601,7.7697854,7.3171496
Singapore,SGP,2021,14.64036,7.992596,9.351274
Singapore,SGP,2022,8.22253,10.715679,8.925958
Slovakia,SVK,1992,4.315191,11.612122,12.699622
Slovakia,SVK,1993,6.6792684,8.805142,11.871774
Slovakia,SVK,1994,6.948685,10.9675045,11.304301
Slovakia,SVK,1995,6.731358,8.167608,13.294553
Slovakia,SVK,1996,5.512691,9.205933,10.807481
Slovakia,SVK,1997,4.9376884,7.1849403,8.471884
Slovakia,SVK,1998,7.1848464,8.743869,9.431558
Slovakia,SVK,1999,4.8715677,9.495674,9.026592
Slovakia,SVK,2000,4.262374,11.808143,11.456548
Slovakia,SVK,2001,3.8140879,10.833845,12.072315
Slovakia,SVK,2002,4.100293,9.220265,12.573456
Slovakia,SVK,2003,3.9423032,8.454826,9.067299
Slovakia,SVK,2004,5.6791697,8.141083,10.441639
Slovakia,SVK,2005,5.328257,9.352183,8.060274
Slovakia,SVK,2008,4.4022403,6.939545,9.52076
Slovakia,SVK,2009,2.6688516,8.01267,8.329789
Slovakia,SVK,2010,3.8973548,8.437923,8.420082
Slovakia,SVK,2012,4.006861,7.9068623,8.569208
Slovakia,SVK,2013,4.520555,9.111724,9.659457
Slovakia,SVK,2014,4.041098,6.157223,7.6805744
Slovakia,SVK,2016,4.25741,4.6871405,4.496493
Slovakia,SVK,2017,3.6513875,3.9967043,5.5995173
Slovakia,SVK,2018,4.4879947,5.8062735,6.239763
Slovakia,SVK,2019,4.9286485,6.3921304,5.6133223
Slovakia,SVK,2020,2.6699824,4.8915644,4.278722
Slovakia,SVK,2021,6.136734,4.723305,5.1441884
Slovakia,SVK,2022,3.4278858,2.9504018,6.503884
Slovakia,SVK,2023,2.9945388,5.297432,5.203049
Slovenia,SVN,1985,13.917885,25.52356,36.1596
Slovenia,SVN,1986,7.751938,24.088541,28.373266
Slovenia,SVN,1987,11.275546,27.976578,18.424397
Slovenia,SVN,1988,8.403361,22.92076,29.336735
Slovenia,SVN,1989,9.027778,35.122597,28.827675
Slovenia,SVN,1990,6.83527,17.639078,27.371101
Slovenia,SVN,1991,7.4224024,25.748087,19.820972
Slovenia,SVN,1992,9.408602,26.760563,25.923525
Slovenia,SVN,1993,16.032064,29.640085,15.810277
Slovenia,SVN,1994,13.916501,21.052631,28.839705
Slovenia,SVN,1995,12.59112,26.297579,16.632017
Slovenia,SVN,1996,12.566137,15.678255,22.774326
Slovenia,SVN,1997,10.76716,19.727892,28.591852
Slovenia,SVN,1998,20.576132,28.513239,21.520803
Slovenia,SVN,1999,10.548523,20.120724,21.367521
Slovenia,SVN,2000,12.253312,19.33617,23.2378
Slovenia,SVN,2001,9.683859,21.792248,20.95685
Slovenia,SVN,2002,7.6298604,11.970473,19.390211
Slovenia,SVN,2003,10.029007,20.907099,16.608427
Slovenia,SVN,2004,8.663874,21.468739,15.782724
Slovenia,SVN,2005,4.0483537,20.515577,22.14176
Slovenia,SVN,2006,8.225917,13.07199,14.960225
Slovenia,SVN,2007,5.1323285,11.794365,18.182999
Slovenia,SVN,2008,11.607868,13.086531,14.18769
Slovenia,SVN,2009,6.512961,10.494044,14.566064
Slovenia,SVN,2010,9.587636,12.388216,12.839139
Slovenia,SVN,2011,7.93045,11.138338,9.789936
Slovenia,SVN,2012,1.0045203,16.64669,17.185205
Slovenia,SVN,2013,6.1561193,16.630924,17.383242
Slovenia,SVN,2014,5.2260804,12.761962,11.882306
Slovenia,SVN,2015,5.2808905,11.2963505,10.772463
Slovenia,SVN,2016,10.627444,13.6062355,10.288147
Slovenia,SVN,2017,3.230148,6.8708286,17.396635
Slovenia,SVN,2018,9.671492,6.9256873,10.178117
Slovenia,SVN,2019,6.534951,8.391461,12.232646
Slovenia,SVN,2020,8.5402565,9.6672535,2.6437542
Slovenia,SVN,2021,12.788269,7.3707485,12.289541
Slovenia,SVN,2022,7.2406054,17.070854,18.417812
Slovenia,SVN,2023,7.0021005,8.615212,13.837684
South Africa,ZAF,1996,0.3162196,0.6358576,0.52295965
South Africa,ZAF,1997,0.19630343,0.47282878,0.3665002
South Africa,ZAF,1998,0.52721417,0.6584794,0.6571261
South Africa,ZAF,1999,0.6755603,0.85853964,1.0389793
South Africa,ZAF,2000,0.43963572,0.8595179,1.1431677
South Africa,ZAF,2001,0.860427,1.5573632,1.5531105
South Africa,ZAF,2002,0.7104985,0.9618426,0.5999826
South Africa,ZAF,2003,0.64372724,0.78278697,1.0799441
South Africa,ZAF,2004,0.8631461,1.1085439,1.4173521
South Africa,ZAF,2005,0.97267514,1.3805337,1.8724777
South Africa,ZAF,2006,0.90000886,1.5651892,2.2106786
South Africa,ZAF,2007,1.0780556,1.4201983,1.3472737
South Africa,ZAF,2008,1.1987063,1.3484002,1.5791978
South Africa,ZAF,2009,0.8553028,1.2908947,1.3015225
South Africa,ZAF,2010,0.6303368,1.0422952,1.4233235
South Africa,ZAF,2011,0.95759875,1.1762627,1.2378813
South Africa,ZAF,2012,1.3906686,1.6163558,1.8308619
South Africa,ZAF,2013,1.0770993,1.859409,2.3493595
South Africa,ZAF,2014,1.4532765,2.0137517,1.9642543
South Africa,ZAF,2015,1.0091544,1.4733771,1.3928865
South Africa,ZAF,2016,1.0123316,1.5867587,1.1861471
South Africa,ZAF,2017,0.7038192,1.0292122,1.1725284
South Africa,ZAF,2018,0.74482083,1.0392659,0.8823703
South Africa,ZAF,2019,0.7203373,1.0281767,1.4417124
South Africa,ZAF,2020,0.40706584,0.42647457,0.8624989
South Korea,KOR,1985,7.7382884,15.076205,13.438482
South Korea,KOR,1986,6.9605055,12.714259,13.001682
South Korea,KOR,1987,5.3398695,11.1055975,12.743346
South Korea,KOR,1988,6.395425,10.341113,10.237416
South Korea,KOR,1989,5.7355075,9.74242,10.317113
South Korea,KOR,1990,6.1155915,10.236202,10.102664
South Korea,KOR,1991,5.4164157,9.519905,9.925796
South Korea,KOR,1992,6.8402734,9.296208,10.282776
South Korea,KOR,1993,7.3463492,10.580378,11.608299
South Korea,KOR,1994,6.5540457,10.274124,11.3485775
South Korea,KOR,1995,7.542394,11.70613,13.432308
South Korea,KOR,1996,10.353517,13.736074,15.023413
South Korea,KOR,1997,7.683972,13.237293,14.725998
South Korea,KOR,1998,9.789046,15.384234,19.506968
South Korea,KOR,1999,7.9327464,12.773443,13.777218
South Korea,KOR,2000,6.3497205,11.087997,11.28839
South Korea,KOR,2001,5.4388337,9.877683,12.439881
South Korea,KOR,2002,5.957293,10.716532,14.36568
South Korea,KOR,2003,8.242786,13.555897,17.060165
South Korea,KOR,2004,6.6147027,12.659503,15.474385
South Korea,KOR,2005,7.872753,16.276833,19.463326
South Korea,KOR,2006,6.3431153,12.077858,15.725628
South Korea,KOR,2007,7.971812,18.610395,23.51698
South Korea,KOR,2008,8.007132,19.282797,25.221342
South Korea,KOR,2009,10.713617,20.323393,29.312174
South Korea,KOR,2010,8.297011,18.319563,29.344387
South Korea,KOR,2011,8.9429865,17.656158,30.061697
South Korea,KOR,2012,8.236284,14.910831,23.890965
South Korea,KOR,2013,7.863347,14.481593,21.662458
South Korea,KOR,2014,7.2227306,13.600151,22.43447
South Korea,KOR,2015,6.5183964,13.192985,19.934574
South Korea,KOR,2016,7.87932,13.325097,19.802177
South Korea,KOR,2017,7.217938,13.346827,19.6478
South Korea,KOR,2018,8.774294,15.335768,19.862812
South Korea,KOR,2019,9.356785,17.204361,21.248205
South Korea,KOR,2020,10.427233,19.55832,23.707773
South Korea,KOR,2021,11.022661,20.377857,26.402452
South Korea,KOR,2022,11.106685,18.090946,24.247744
Spain,ESP,1951,3.3398821,5.1077414,7.6210527
Spain,ESP,1952,3.0278563,5.498008,5.2432885
Spain,ESP,1953,3.8541236,4.0970564,5.348934
Spain,ESP,1954,3.0690536,4.3685465,4.1631975
Spain,ESP,1955,3.6012297,4.4030147,4.477612
Spain,ESP,1956,3.0395136,4.066694,4.1821947
Spain,ESP,1957,2.1468441,4.3804755,4.631927
Spain,ESP,1958,2.208068,3.340471,4.5022717
Spain,ESP,1959,1.9319614,3.2556093,3.2590759
Spain,ESP,1960,2.9472811,3.8843722,4.7364087
Spain,ESP,1961,2.3780239,2.9288702,3.6169338
Spain,ESP,1962,2.18535,3.2458234,3.2363784
Spain,ESP,1963,1.5550239,1.8884497,3.4575663
Spain,ESP,1964,1.336478,2.2212543,3.0541415
Spain,ESP,1965,1.2383901,2.2854679,3.041825
Spain,ESP,1966,1.4677482,2.2524438,2.779086
Spain,ESP,1967,1.4266986,1.8430864,2.00672
Spain,ESP,1968,1.1497337,2.3356826,2.2073026
Spain,ESP,1969,1.1440339,2.2865853,2.3556058
Spain,ESP,1970,1.1239141,1.7644769,2.457205
Spain,ESP,1971,1.1131725,1.9630939,2.1437695
Spain,ESP,1972,1.2644966,2.2306578,2.4532351
Spain,ESP,1973,1.2784998,1.4703606,2.5857036
Spain,ESP,1974,0.9710085,1.9262626,2.332624
Spain,ESP,1975,1.2488186,2.1532185,1.7922606
Spain,ESP,1976,0.915721,1.9651563,2.31877
Spain,ESP,1977,1.1303084,3.003993,2.2454789
Spain,ESP,1978,1.7313242,3.0496454,3.2169666
Spain,ESP,1979,1.6823261,3.812075,2.2939408
Spain,ESP,1980,1.6541584,3.903821,3.7185125
Spain,ESP,1981,1.9546759,4.4950657,3.8095238
Spain,ESP,1982,2.1933832,3.7045612,4.536176
Spain,ESP,1983,2.1379747,4.778201,4.4301696
Spain,ESP,1984,2.8608427,4.7795396,5.593804
Spain,ESP,1985,2.2665458,4.4763594,5.332311
Spain,ESP,1986,3.217093,5.3585644,6.077067
Spain,ESP,1987,3.1069145,5.527043,6.501692
Spain,ESP,1988,3.5966837,6.8056016,6.943543
Spain,ESP,1989,3.2596114,7.1692176,6.489788
Spain,ESP,1990,3.1057792,5.8287797,7.498594
Spain,ESP,1991,3.1390955,6.280488,6.9252076
Spain,ESP,1992,2.6448517,5.5598216,6.645434
Spain,ESP,1993,2.8036814,6.3034806,7.574335
Spain,ESP,1994,2.793643,6.6311393,7.4884257
Spain,ESP,1995,3.856205,6.9660144,7.4197736
Spain,ESP,1996,3.4952352,7.2895956,8.068987
Spain,ESP,1997,3.7785106,6.5586653,8.399497
Spain,ESP,1998,2.802328,6.5642843,8.99171
Spain,ESP,1999,3.4802966,5.7370806,5.990973
Spain,ESP,2000,3.4097095,5.681444,8.121363
Spain,ESP,2001,1.9500601,5.826898,6.4246354
Spain,ESP,2002,2.6996868,5.621236,6.7829337
Spain,ESP,2003,2.6381369,5.9925737,6.0313563
Spain,ESP,2004,2.3048792,5.9034595,6.930493
Spain,ESP,2005,2.8561351,4.6473117,6.335283
Spain,ESP,2006,2.1843724,4.9810457,4.9696417
Spain,ESP,2007,1.3572953,4.0311646,5.103191
Spain,ESP,2008,1.7981833,4.6049495,5.8769617
Spain,ESP,2009,2.0824823,4.6344414,5.735193
Spain,ESP,2010,1.2583891,3.645191,3.5510955
Spain,ESP,2011,2.0542674,2.765316,4.171599
Spain,ESP,2012,2.3821642,4.1241584,5.060442
Spain,ESP,2013,2.6486952,4.947708,4.431606
Spain,ESP,2014,2.7495174,5.4200983,4.9415154
Spain,ESP,2015,2.6752014,4.266312,5.3872385
Spain,ESP,2016,2.633297,3.881681,3.980978
Spain,ESP,2017,2.231591,3.636288,5.623431
Spain,ESP,2018,3.0505435,3.966685,4.300469
Spain,ESP,2019,2.8751876,4.315643,5.5703683
Spain,ESP,2020,1.9830213,4.2540503,5.9859676
Spain,ESP,2021,2.1558878,5.2462487,5.450671
Spain,ESP,2022,2.9771652,5.330382,5.303004
Spain,ESP,2023,2.534721,5.0139527,6.2342434
Sri Lanka,LKA,1955,7.517084,14.975845,10.604027
Sri Lanka,LKA,1956,9.567496,15.366146,15.604681
Sri Lanka,LKA,1957,9.183674,14.97076,13.307984
Sri Lanka,LKA,1958,9.215442,15.867579,12.252475
Sri Lanka,LKA,1959,11.421628,16.053513,13.027744
Sri Lanka,LKA,1960,14.65721,21.235104,13.967136
Sri Lanka,LKA,1961,13.118527,18.98734,15.657143
Sri Lanka,LKA,1962,18.25308,24.665981,19.254313
Sri Lanka,LKA,1963,15.468965,28.44886,25.661695
Sri Lanka,LKA,1964,20.74527,36.09932,28.754242
Sri Lanka,LKA,1965,18.15482,33.167603,29.04198
Sri Lanka,LKA,1966,18.058474,32.71587,22.858828
Sri Lanka,LKA,1967,27.665197,41.05691,32.769043
Sri Lanka,LKA,1968,31.126398,44.79683,28.773584
Sri Lanka,LKA,1977,34.210712,49.60426,34.35181
Sri Lanka,LKA,1980,48.544304,77.439026,57.942238
Sri Lanka,LKA,1981,54.47761,82.556595,51.950356
Sri Lanka,LKA,1982,57.56839,90.938515,54.6851
Sri Lanka,LKA,1983,56.894485,99.42565,57.715584
Sri Lanka,LKA,1984,61.98934,97.162674,63.378178
Sri Lanka,LKA,1985,54.810497,89.13043,70.397644
Sri Lanka,LKA,1986,46.546288,79.11122,67.19282
Sri Lanka,LKA,1996,28.661678,44.70708,41.65629
Sri Lanka,LKA,1997,35.24822,53.73814,49.553917
Sri Lanka,LKA,1998,29.992779,41.813976,44.54477
Sri Lanka,LKA,1999,29.516191,43.97205,44.119778
Sri Lanka,LKA,2000,26.32372,36.355503,39.62103
Sri Lanka,LKA,2001,20.27468,30.196075,32.211903
Sri Lanka,LKA,2002,20.80252,27.11055,28.23977
Sri Lanka,LKA,2003,19.637363,29.251629,25.664356
Sri Lanka,LKA,2004,18.199865,27.073019,24.785975
Sri Lanka,LKA,2005,16.680153,27.52383,27.392046
Sri Lanka,LKA,2006,19.004478,25.357914,26.53203
Sri Lanka,LKA,2007,15.080718,21.578712,22.367619
Sri Lanka,LKA,2009,14.419841,21.11565,19.679956
Sri Lanka,LKA,2010,13.61038,21.33765,21.860703
Sri Lanka,LKA,2011,15.471053,21.647635,19.281912
Sri Lanka,LKA,2012,12.624014,20.227072,18.262686
Sri Lanka,LKA,2013,12.852588,19.466389,17.813478
Sri Lanka,LKA,2014,10.68085,15.4913645,14.345715
Sri Lanka,LKA,2015,10.836571,15.013561,14.843096
Sri Lanka,LKA,2019,8.146189,15.028282,17.86394
Suriname,SUR,1963,14.322031,9.090496,0
Suriname,SUR,1964,3.419271,13.299641,0
Suriname,SUR,1965,13.122068,17.177704,18.784634
Suriname,SUR,1966,6.299808,4.224757,28.292545
Suriname,SUR,1971,14.124293,3.7453184,12.244898
Suriname,SUR,1975,2.9069767,15.384615,16.806723
Suriname,SUR,1976,16.666666,3.7037036,24
Suriname,SUR,1977,8.474576,11.235955,0
Suriname,SUR,1978,16.853933,7.4074073,16.194332
Suriname,SUR,1979,19.343191,27.435678,31.01737
Suriname,SUR,1980,14.810113,23.380192,33.679955
Suriname,SUR,1981,23.345642,13.896996,19.972837
Suriname,SUR,1982,19.963703,45.73171,49.295776
Suriname,SUR,1984,25.728989,39.56044,65.57377
Suriname,SUR,1985,20.338984,26.030369,40.48583
Suriname,SUR,1986,21.664299,24.428972,6.2660565
Suriname,SUR,1987,23.908573,14.636645,17.632019
Suriname,SUR,1988,23.613867,22.043156,16.55355
Suriname,SUR,1989,9.384604,24.599642,18.368364
Suriname,SUR,1990,8.510638,10.869565,16.666666
Suriname,SUR,1991,23.941774,9.805123,32.443226
Suriname,SUR,1992,17.223986,19.424076,12.458575
Suriname,SUR,1995,18.248175,24.121378,30.588055
Suriname,SUR,1996,2.5528438,7.296075,2.5417483
Suriname,SUR,1997,4.943398,12.390346,10.034619
Suriname,SUR,1998,2.3854394,5.0682955,19.667618
Suriname,SUR,1999,11.581581,20.564495,14.494504
Suriname,SUR,2000,20.437359,10.279605,26.368147
Suriname,SUR,2001,0,17.919771,36.354824
Suriname,SUR,2002,11.003763,22.622728,17.382235
Suriname,SUR,2003,8.726955,14.676386,40.95528
Suriname,SUR,2004,13.00052,14.284694,13.104099
Suriname,SUR,2005,15.046644,16.317778,26.419382
Suriname,SUR,2006,21.23999,45.930553,31.539108
Suriname,SUR,2007,23.03472,24.997728,46.39773
Suriname,SUR,2008,24.754519,51.853188,37.614723
Suriname,SUR,2009,20.35955,37.99817,14.654161
Suriname,SUR,2010,28.234915,30.941278,31.12207
Suriname,SUR,2011,18.047283,47.94491,40.03768
Suriname,SUR,2012,20.012407,34.33771,46.57879
Suriname,SUR,2013,30.031233,31.70778,34.65644
Suriname,SUR,2014,12.021399,22.961634,38.94081
Sweden,SWE,1951,6.7243037,11.38603,13.729977
Sweden,SWE,1952,3.1130269,9.51117,13.56132
Sweden,SWE,1953,4.0151157,12.376238,11.491936
Sweden,SWE,1954,3.675626,8.26636,11.589404
Sweden,SWE,1955,2.899844,8.124419,15.85959
Sweden,SWE,1956,4.561251,12.331317,13.948498
Sweden,SWE,1957,4.385049,12.254335,16.493055
Sweden,SWE,1958,3.552398,5.919854,12.560599
Sweden,SWE,1959,6.305638,10.011124,13.926325
Sweden,SWE,1960,5.0452332,10.002174,16.184181
Sweden,SWE,1961,3.279764,13.539243,16.055046
Sweden,SWE,1962,4.421285,13.010775,16.224863
Sweden,SWE,1963,6.235386,13.666987,18.451845
Sweden,SWE,1964,5.6444025,14.98736,20.310112
Sweden,SWE,1965,6.3918185,9.936006,18.14729
Sweden,SWE,1966,5.9171596,15.81778,15.701468
Sweden,SWE,1967,5.432015,17.979582,20.36022
Sweden,SWE,1968,6.9868994,14.442606,24.181547
Sweden,SWE,1969,7.681315,15.625,20.454546
Sweden,SWE,1970,7.5935636,18.137848,19.585442
Sweden,SWE,1971,6.733394,18.441034,19.079859
Sweden,SWE,1972,6.4208403,16.774193,20.377808
Sweden,SWE,1973,8.888889,20.623743,17.223612
Sweden,SWE,1974,6.514052,18.027388,17.177551
Sweden,SWE,1975,10.455564,21.065676,18.395657
Sweden,SWE,1976,9.014085,17.81261,23.879671
Sweden,SWE,1977,8.082706,16.924995,20.906479
Sweden,SWE,1978,5.5886736,21.81298,23.267246
Sweden,SWE,1979,5.6373887,19.53405,22.020508
Sweden,SWE,1980,5.0966606,17.985611,23.997257
Sweden,SWE,1981,4.596527,14.3271675,16.606123
Sweden,SWE,1982,6.4805584,14.43186,21.924482
Sweden,SWE,1983,5.9239755,17.12828,20.01756
Sweden,SWE,1984,4.668223,18.574745,28.460314
Sweden,SWE,1985,7.173356,14.873746,23.826458
Sweden,SWE,1986,6.9637885,20.428667,18.627977
Sweden,SWE,1987,6.713781,15.653025,21.162123
Sweden,SWE,1988,5.345688,18.34272,18.275373
Sweden,SWE,1989,9.229677,18.782383,20.844099
Sweden,SWE,1990,6.195787,13.678312,16.727394
Sweden,SWE,1991,8.800287,13.250587,19.036955
Sweden,SWE,1992,4.970545,11.592226,14.187715
Sweden,SWE,1993,6.048006,12.398829,13.563502
Sweden,SWE,1994,6.767208,9.960502,14.772197
Sweden,SWE,1995,7.0657506,11.4981985,11.768448
Sweden,SWE,1996,5.939418,10.473032,14.31127
Sweden,SWE,1997,3.9753528,13.809182,11.764706
Sweden,SWE,1998,4.7685275,11.267085,11.588848
Sweden,SWE,1999,8.327369,12.906753,11.110476
Sweden,SWE,2000,7.303045,10.027846,11.117362
Sweden,SWE,2001,4.28163,10.655012,9.547419
Sweden,SWE,2002,6.468262,12.976486,10.0898695
Sweden,SWE,2003,6.080002,11.957328,12.981251
Sweden,SWE,2004,7.8014393,14.966484,9.258671
Sweden,SWE,2005,5.6262293,13.529222,12.29606
Sweden,SWE,2006,8.045303,14.03384,9.159228
Sweden,SWE,2007,7.320458,10.554051,13.064921
Sweden,SWE,2008,9.073572,13.709923,12.708732
Sweden,SWE,2009,7.656597,14.336434,13.748757
Sweden,SWE,2010,6.8409357,12.121516,11.961701
Sweden,SWE,2011,9.2486925,10.133466,12.573701
Sweden,SWE,2012,5.531528,12.898174,12.290358
Sweden,SWE,2013,7.5794897,15.682257,14.189943
Sweden,SWE,2014,7.47061,12.504941,13.519709
Sweden,SWE,2015,6.5367837,10.71852,13.053512
Sweden,SWE,2016,5.512868,11.87697,12.050785
Sweden,SWE,2017,7.073386,13.52321,14.249251
Sweden,SWE,2018,7.7873793,15.479468,14.776405
Sweden,SWE,2019,8.152978,16.19854,17.015324
Sweden,SWE,2020,7.5077367,14.907944,15.094806
Sweden,SWE,2021,5.310279,16.23939,15.885691
Sweden,SWE,2022,5.360951,11.858676,12.21516
Sweden,SWE,2023,6.581518,13.250006,13.595113
Switzerland,CHE,1951,10.968922,20.732746,17.58303
Switzerland,CHE,1952,11.002445,20.391062,18.605944
Switzerland,CHE,1953,12.903226,20.027435,21.787094
Switzerland,CHE,1954,11.090573,18.898489,23.522976
Switzerland,CHE,1955,8.014796,16.791044,17.040844
Switzerland,CHE,1956,13.37386,19.002375,18.989035
Switzerland,CHE,1957,11.098131,18.363064,20.613108
Switzerland,CHE,1958,9.392265,21.937843,15.914428
Switzerland,CHE,1959,10.408535,18.158236,22.457409
Switzerland,CHE,1960,7.5813155,23.40535,17.418034
Switzerland,CHE,1961,7.542857,18.768768,13.619167
Switzerland,CHE,1962,9.667025,19.719648,14.585909
Switzerland,CHE,1963,10.511129,15.035907,18.464529
Switzerland,CHE,1964,9.550904,17.385706,17.673752
Switzerland,CHE,1965,6.9901314,17.54386,16.04152
Switzerland,CHE,1966,8.59719,17.160368,20.194986
Switzerland,CHE,1967,10.839533,17.778666,17.067146
Switzerland,CHE,1968,9.454233,15.714005,16.330038
Switzerland,CHE,1969,6.762653,16.390244,19.301847
Switzerland,CHE,1970,8.649368,18.98734,18.304815
Switzerland,CHE,1971,8.231368,21.778954,17.468105
Switzerland,CHE,1972,9.898812,20.127337,16.551193
Switzerland,CHE,1973,8.4488735,18.598885,19.574306
Switzerland,CHE,1974,9.650439,21.821234,18.599354
Switzerland,CHE,1975,12.834225,29.222174,24.310246
Switzerland,CHE,1976,10.24984,26.062199,26.100817
Switzerland,CHE,1977,14.376322,25.928368,29.339352
Switzerland,CHE,1978,13.69863,31.940495,28.307821
Switzerland,CHE,1979,13.37386,32.740677,29.876226
Switzerland,CHE,1980,15.037594,33.16927,24.757805
Switzerland,CHE,1981,10.890704,33.98364,26.113014
Switzerland,CHE,1982,14.512383,32.350533,32.210526
Switzerland,CHE,1983,12.531819,29.30477,26.767042
Switzerland,CHE,1984,9.976057,32.238926,27.433994
Switzerland,CHE,1985,11.22449,25.984098,29.447603
Switzerland,CHE,1986,11.289986,26.386232,28.542913
Switzerland,CHE,1987,10.081511,25.261158,25.034227
Switzerland,CHE,1988,10.152285,22.675304,23.86407
Switzerland,CHE,1989,11.593544,24.126617,24.521643
Switzerland,CHE,1990,10.996724,19.615536,21.480145
Switzerland,CHE,1991,6.7194624,24.108389,22.175291
Switzerland,CHE,1992,6.916996,21.324127,22.092825
Switzerland,CHE,1993,7.0122714,21.7119,21.313166
Switzerland,CHE,1994,10.842158,23.881239,20.240795
Switzerland,CHE,1995,11.560694,19.077196,16.976412
Switzerland,CHE,1996,9.224632,20.866774,19.53197
Switzerland,CHE,1997,10.143494,18.662888,15.848768
Switzerland,CHE,1998,8.32016,19.26063,17.197643
Switzerland,CHE,1999,9.194245,16.288557,15.332874
Switzerland,CHE,2000,8.390449,15.239837,21.130262
Switzerland,CHE,2001,11.178739,16.171976,12.883114
Switzerland,CHE,2002,6.651353,17.825354,20.006496
Switzerland,CHE,2003,8.478767,14.736866,10.987827
Switzerland,CHE,2004,6.729834,12.756845,12.081046
Switzerland,CHE,2005,6.6329226,14.248816,12.886598
Switzerland,CHE,2006,8.333259,11.253784,12.774736
Switzerland,CHE,2007,8.649099,15.82289,13.178979
Switzerland,CHE,2008,8.129277,12.227848,10.5888195
Switzerland,CHE,2009,7.4677515,13.047095,10.346364
Switzerland,CHE,2010,5.296587,8.007012,11.193656
Switzerland,CHE,2011,5.558563,11.673355,9.7221
Switzerland,CHE,2012,7.410751,8.487506,9.999415
Switzerland,CHE,2013,7.0140667,7.6224937,10.4141
Switzerland,CHE,2014,6.092484,6.859423,7.9246154
Switzerland,CHE,2015,7.9773717,9.453298,9.891802
Switzerland,CHE,2016,4.570457,8.0679,9.387426
Switzerland,CHE,2017,6.6826897,8.737653,9.28684
Switzerland,CHE,2018,9.099903,11.109328,8.405524
Switzerland,CHE,2019,5.1887283,11.838621,8.104755
Switzerland,CHE,2020,7.290721,10.946229,9.720237
Switzerland,CHE,2021,6.5749307,9.203577,8.742341
Switzerland,CHE,2022,6.790265,5.497317,8.3076105
Switzerland,CHE,2023,6.7679367,7.4630365,6.9293323
Syria,SYR,1998,0.10640358,0.1897736,0
Syria,SYR,1999,0.36350983,0.2444184,0.07597381
Syria,SYR,2000,0.30505165,0.05913951,0.43773064
Syria,SYR,2001,0.1498926,0.17379919,0
Syria,SYR,2002,0.34424287,0.2263054,0.3509942
Syria,SYR,2003,0.19386081,0.16503765,0.13706535
Syria,SYR,2004,0.23881704,0.3196168,0.53145057
Syria,SYR,2005,0.04701294,0.20580684,0.1916775
Syria,SYR,2006,0.27677792,0.19747344,0.23958796
Syria,SYR,2007,0.18150245,0.28520837,0.11223269
Syria,SYR,2008,0.35935628,0.1386485,0.10596857
Syria,SYR,2009,0.17941138,0.13692833,0.15258114
Syria,SYR,2010,0.09038126,0.22951382,0.24923249
Tajikistan,TJK,1981,3.1759474,3.3222592,5.6357875
Tajikistan,TJK,1982,8.001684,7.6923075,12.436975
Tajikistan,TJK,1985,3.287446,6.300239,11.276128
Tajikistan,TJK,1986,5.4108214,7.1258907,6.6581306
Tajikistan,TJK,1987,5.8639565,5.3890924,7.0014486
Tajikistan,TJK,1988,3.6412418,5.604656,7.6247687
Tajikistan,TJK,1989,3.7572796,5.796479,7.659383
Tajikistan,TJK,1990,3.8953812,3.8519154,5.816555
Tajikistan,TJK,1991,5.510654,3.5963614,5.413941
Tajikistan,TJK,1992,4.839577,5.53907,5.522421
Tajikistan,TJK,1993,2.7292576,2.7613413,4.775984
Tajikistan,TJK,1994,2.4809499,4.31288,4.491354
Tajikistan,TJK,1995,3.6420395,4.1071777,4.914005
Tajikistan,TJK,1996,1.7200454,3.9711614,3.8039489
Tajikistan,TJK,1997,2.3255196,3.743798,2.8580475
Tajikistan,TJK,1998,1.907781,5.0551987,4.1218057
Tajikistan,TJK,1999,2.893338,4.558093,7.095172
Tajikistan,TJK,2000,2.6162295,5.332382,7.0016127
Tajikistan,TJK,2001,3.029606,3.7133374,5.018642
Tajikistan,TJK,2002,1.6945176,2.538651,4.329522
Tajikistan,TJK,2003,2.7379155,4.0362554,4.244225
Tajikistan,TJK,2004,3.3630927,3.5520194,5.6806607
Tajikistan,TJK,2005,2.2202513,3.5025706,4.662675
Tajikistan,TJK,2016,3.3184438,2.992163,3.7878742
Tajikistan,TJK,2017,2.6622188,2.8184364,3.9248054
Tajikistan,TJK,2018,2.9473023,3.2118194,3.2894096
Tajikistan,TJK,2019,1.9824013,2.8574796,2.3256981
Tajikistan,TJK,2020,3.3280249,2.9983172,2.945801
Tajikistan,TJK,2021,0.8487904,2.548491,3.067353
Tajikistan,TJK,2022,2.5919647,2.2233586,3.0578423
Thailand,THA,1969,7.8241634,8.208396,5.1052394
Thailand,THA,1970,7.305798,8.498088,5.338845
Thailand,THA,1971,7.0972967,7.5639496,4.797616
Thailand,THA,1972,8.603327,9.249342,6.767238
Thailand,THA,1973,9.357609,10.034663,5.9095726
Thailand,THA,1974,9.306346,11.307304,7.0804744
